arvlLineNm,arvlStnCd,arvlStnNm,arvlStnNo,brlnNm,crtrYmd,dptreLineNm,dptreStnCd,dptreStnNm,dptreStnNo,etrnYn,lineNm,lnkgTrainno,stnCd,stnNm,stnNo,tmprTmtblYn,trainArvlTm,trainDptreTm,trainKnd,trainno,upbdnbSe,vldBgngDt,vldEndDt,wkndSe
8호선,2827,모란,827,,20250619,8호선,2818,가락시장,817,N,8호선,8014,2818,가락시장,817,N,,05:26:00,,8001,하행,2025-05-01T05:00:00,,주말
8호선,2827,모란,827,,20250619,8호선,2818,가락시장,817,N,8호선,8014,2819,문정,818,N,05:27:10,05:27:50,,8001,하행,2025-05-01T05:00:00,,주말
8호선,2827,모란,827,,20250619,8호선,2818,가락시장,817,N,8호선,8014,2820,장지,819,N,05:29:00,05:29:30,,8001,하행,2025-05-01T05:00:00,,주말
8호선,2827,모란,827,,20250619,8호선,2818,가락시장,817,N,8호선,8014,2821,복정,820,N,05:30:40,05:31:10,,8001,하행,2025-05-01T05:00:00,,주말
8호선,2827,모란,827,,20250619,8호선,2818,가락시장,817,N,8호선,8014,2828,남위례,821,N,05:33:00,05:33:30,,8001,하행,2025-05-01T05:00:00,,주말
8호선,2827,모란,827,,20250619,8호선,2818,가락시장,817,N,8호선,8014,2822,산성,822,N,05:35:10,05:35:40,,8001,하행,2025-05-01T05:00:00,,주말
8호선,2827,모란,827,,20250619,8호선,2818,가락시장,817,N,8호선,8014,2823,남한산성입구,823,N,05:37:50,05:38:20,,8001,하행,2025-05-01T05:00:00,,주말
8호선,2827,모란,827,,20250619,8호선,2818,가락시장,817,N,8호선,8014,2824,단대오거리,824,N,05:39:30,05:40:00,,8001,하행,2025-05-01T05:00:00,,주말
8호선,2827,모란,827,,20250619,8호선,2818,가락시장,817,N,8호선,8014,2825,신흥,825,N,05:41:10,05:41:30,,8001,하행,2025-05-01T05:00:00,,주말
8호선,2827,모란,827,,20250619,8호선,2818,가락시장,817,N,8호선,8014,2826,수진,826,N,05:42:40,05:43:00,,8001,하행,2025-05-01T05:00:00,,주말
