arvlLineNm,arvlStnCd,arvlStnNm,arvlStnNo,brlnNm,crtrYmd,dptreLineNm,dptreStnCd,dptreStnNm,dptreStnNo,etrnYn,lineNm,lnkgTrainno,stnCd,stnNm,stnNo,tmprTmtblYn,trainArvlTm,trainDptreTm,trainKnd,trainno,upbdnbSe,vldBgngDt,vldEndDt,wkndSe
9호선,4138,중앙보훈병원,938,,20250619,9호선,4131,삼전,931,N,9호선,,4131,삼전,931,N,,05:30:00,,C9002,상행,2025-05-01T05:00:00,,평일
9호선,4138,중앙보훈병원,938,,20250619,9호선,4131,삼전,931,N,9호선,,4132,석촌고분,932,N,05:31:30,05:31:55,,C9002,상행,2025-05-01T05:00:00,,평일
9호선,4138,중앙보훈병원,938,,20250619,9호선,4131,삼전,931,N,9호선,,4133,석촌,933,N,05:33:20,05:33:50,,C9002,상행,2025-05-01T05:00:00,,평일
9호선,4138,중앙보훈병원,938,,20250619,9호선,4131,삼전,931,N,9호선,,4134,송파나루,934,N,05:35:25,05:35:50,,C9002,상행,2025-05-01T05:00:00,,평일
9호선,4138,중앙보훈병원,938,,20250619,9호선,4131,삼전,931,N,9호선,,4135,한성백제,935,N,05:37:15,05:37:40,,C9002,상행,2025-05-01T05:00:00,,평일
9호선,4138,중앙보훈병원,938,,20250619,9호선,4131,삼전,931,N,9호선,,4136,올림픽공원,936,N,05:39:45,05:40:15,,C9002,상행,2025-05-01T05:00:00,,평일
9호선,4138,중앙보훈병원,938,,20250619,9호선,4131,삼전,931,N,9호선,,4137,둔촌오륜,937,N,05:41:55,05:42:20,,C9002,상행,2025-05-01T05:00:00,,평일
9호선,4138,중앙보훈병원,938,,20250619,9호선,4131,삼전,931,N,9호선,,4138,중앙보훈병원,938,N,05:44:40,,,C9002,상행,2025-05-01T05:00:00,,평일
9호선,4138,중앙보훈병원,938,,20250619,9호선,4125,신논현,925,N,9호선,,4125,신논현,925,N,,05:30:00,,C9004,상행,2025-05-01T05:00:00,,평일
9호선,4138,중앙보훈병원,938,,20250619,9호선,4125,신논현,925,N,9호선,,4126,언주,926,N,05:31:30,05:31:55,,C9004,상행,2025-05-01T05:00:00,,평일
9호선,4138,중앙보훈병원,938,,20250619,9호선,4125,신논현,925,N,9호선,,4127,선정릉,927,N,05:33:20,05:33:50,,C9004,상행,2025-05-01T05:00:00,,평일
9호선,4138,중앙보훈병원,938,,20250619,9호선,4125,신논현,925,N,9호선,,4128,삼성중앙,928,N,05:35:30,05:35:55,,C9004,상행,2025-05-01T05:00:00,,평일
9호선,4138,중앙보훈병원,938,,20250619,9호선,4125,신논현,925,N,9호선,,4129,봉은사,929,N,05:37:30,05:38:00,,C9004,상행,2025-05-01T05:00:00,,평일
9호선,4138,중앙보훈병원,938,,20250619,9호선,4125,신논현,925,N,9호선,,4130,종합운동장,930,N,05:40:05,05:40:35,,C9004,상행,2025-05-01T05:00:00,,평일
9호선,4138,중앙보훈병원,938,,20250619,9호선,4125,신논현,925,N,9호선,,4131,삼전,931,N,05:42:55,05:43:20,,C9004,상행,2025-05-01T05:00:00,,평일
9호선,4138,중앙보훈병원,938,,20250619,9호선,4125,신논현,925,N,9호선,,4132,석촌고분,932,N,05:44:50,05:45:15,,C9004,상행,2025-05-01T05:00:00,,평일
9호선,4138,중앙보훈병원,938,,20250619,9호선,4125,신논현,925,N,9호선,,4133,석촌,933,N,05:46:40,05:47:10,,C9004,상행,2025-05-01T05:00:00,,평일
